Property,Project Name,Type of Property,Transaction Type,City,Area Name,Location,Price,Covered Area,Carpet Area,Carpet Area Unit,Bathroom,Floor No,Ownership Type,Possession Status,furnished Type,isPrimeLocationProperty,Gymnasium,Swimming Pool,Security,Club House,Developer,Maintenance Charges,Maintenance Type,Parking Lot Count,Has Covered Parking,Price per sqm
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,715,464,Sq-ft,1,4,Freehold,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,18181.81818
2 BHK Flat,Raj Paradise,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",15000000,950,655,Sq-ft,2,2,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,Raj Group,,,0,0,15789.47368
3 BHK Flat,Vasant Oasis,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",41500000,1675,1304,Sq-ft,3,10,,Ready to Move,Semi-Furnished,1,1,1,1,1,Sheth Creators,,,0,0,24776.1194
2 BHK Flat,,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",29000000,1041,743,Sq-ft,2,1,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,,,1,1,27857.82901
1 BHK Flat,Crystal Enclave,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",10000000,670,565,Sq-ft,1,6,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,,,,0,0,14925.37313
1 BHK Flat,SA Suhana Apartment,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,540,380,Sq-ft,1,2,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,S A Developers And S A Contractors,1500,Monthly,2,0,24074.07407
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9800000,625,450,Sq-ft,1,,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,,,0,0,15680
3 BHK Flat,Hillcrest,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",24000000,1600,1038,Sq-ft,3,13,Freehold,Ready to Move,Unfurnished,1,1,0,1,1,Atul Projects,,,0,0,15000
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",18000000,950,710,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,,,,1,0,18947.36842
1 BHK Flat,Nilgiri C Wing CHS,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9600000,593,454,Sq-ft,2,3,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,Shah Developers,,,0,0,16188.87015
2 BHK Flat,,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",10800000,750,,,1,2,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,0,,,,1,0,14400
1 BHK Flat,,Apartment,Resale,Mumbai,Koladongri,"Koladongri, Mumbai",12000000,650,450,Sq-ft,1,4,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,,,0,0,18461.53846
2 BHK Flat,Hubtown Palmrose,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9900000,450,320,Sq-ft,2,4,Freehold,Ready to Move,Unfurnished,0,0,0,1,1,Hubtown Ltd.,,,0,0,22000
2 BHK Flat,Timmy Residency,Apartment,New Property,Mumbai,Marol Naka,"Marol Naka, Mumbai",15000000,924,660,Sq-ft,2,9,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,,Monthly,0,0,16233.76623
2 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",22500000,1250,845,Sq-ft,2,19,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,,0,0,18000
2 BHK Flat,Vastu Shanti,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,510,510,Sq-ft,2,2,,Ready to Move,Semi-Furnished,0,0,0,1,0,,,,0,0,25490.19608
,,Residential House,Resale,Mumbai,Andheri East,,11000000,385,300,Sq-ft,1,3,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,0,,1200,Monthly,0,0,28571.42857
1 BHK Flat,,Apartment,Resale,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",12500000,610,450,Sq-ft,1,2,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,20491.80328
1 BHK Flat,Crescent Exotica,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,400,350,Sq-ft,1,12,,Ready to Move,Furnished,0,0,0,1,1,Crescent Group,,,0,0,33750
3 BHK Flat,Dsk Madhuban,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,1491,1250,Sq-ft,3,6,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,D.S. Kulkarni & Associates,,,1,1,14084.50704
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",27000000,1050,743,Sq-ft,2,7,,Ready to Move,Semi-Furnished,0,1,1,1,0,Hillsboro Realty,,Monthly,1,0,25714.28571
2 BHK Flat,,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",20500000,1032,645,Sq-ft,2,5,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,7200,Monthly,1,1,19864.34109
4 BHK Flat,Oberoi Prisma,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",66000000,2800,1800,Sq-ft,6,27,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Oberoi Realty Ltd.,25000,Monthly,3,1,23571.42857
2 BHK Flat,Royal Greens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11000000,568,530,Sq-ft,2,7,,Under Construction,Furnished,1,0,0,0,0,Navkar Lifespaces Pvt. Ltd.,,,0,0,19366.19718
2 BHK Flat,Ashok Nagar Building No.1 Co Operative Society Limited,Builder Floor Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",18500000,780,,,,,,Ready to Move,,1,0,0,0,0,Peninsula Land Ltd.,,,0,0,23717.94872
2 BHK Flat,,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",14000000,700,565,Sq-ft,2,,Freehold,Ready to Move,Unfurnished,0,0,0,1,0,,0,Monthly,1,0,20000
4 BHK Flat,Aarohi CHS,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,1160,967,Sq-ft,4,6,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,,0,Monthly,1,0,18103.44828
4 BHK Flat,Express Enclave,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",48500000,2450,1560,Sq-ft,4,1,,Ready to Move,Furnished,1,1,1,1,1,,7000,Monthly,1,1,19795.91837
,Vahatuk Nagar CHS,Residential House,Resale,Mumbai,Amboli,,9700000,520,425,Sq-ft,2,,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,2,0,18653.84615
2 BHK Flat,,Apartment,Resale,Mumbai,Saki Vihar Road,"Saki Vihar Road, Mumbai",17800000,975,645,Sq-ft,2,10,Freehold,Ready to Move,Unfurnished,1,1,0,1,1,,,,0,0,18256.41026
1 BHK Flat,,Apartment,Resale,Mumbai,Mogra Village,"Mogra Village, Mumbai",12000000,600,450,Sq-ft,2,4,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,,2500,Monthly,1,0,20000
3 BHK Flat,Lok Raunak Phase I,Apartment,Resale,Mumbai,Marol Maroshi Road,"Marol Maroshi Road, Mumbai",19000000,1390,1138,Sq-ft,3,5,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Lok Housing Group,,,1,0,13669.06475
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",25000000,900,692,Sq-ft,2,6,,Ready to Move,Furnished,1,1,1,1,1,,4500,Monthly,1,0,27777.77778
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,750,550,Sq-ft,2,4,Freehold,Ready to Move,Semi-Furnished,1,1,0,1,0,,,,0,0,16000
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",25000000,1200,724,Sq-ft,2,5,,Ready to Move,Furnished,1,1,0,1,0,,5000,Monthly,1,1,20833.33333
2 BHK Flat,Vastu Siddhi,Apartment,Resale,Mumbai,Jijamata Road,"Jijamata Road, Mumbai",22000000,915,660,Sq-ft,2,11,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,vastu builders,4173,Monthly,1,0,24043.71585
1 BHK Flat,Vasant Oasis,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",13500000,625,,,2,13,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,Sheth Creators,,Monthly,1,1,21600
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",24500000,1122,760,,2,6,Freehold,Ready to Move,Furnished,0,1,1,1,1,Hillsboro Realty,,,1,1,21836.00713
2 BHK Flat,Hillcrest,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",40000000,1200,850,Sq-ft,2,8,,Ready to Move,Semi-Furnished,0,1,1,1,1,Atul Projects,8000,Monthly,1,1,33333.33333
2 BHK Flat,,Apartment,Resale,Mumbai,Malpa Dongri,"Malpa Dongri, Mumbai",15500000,1000,700,Sq-ft,2,3,Co-operative Society,Ready to Move,Furnished,0,0,0,1,0,,0,,0,0,15500
3 BHK Flat,Joy Valencia,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",32000000,1230,976,Sq-ft,3,3,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,Joy Builders and Developers,10000,Monthly,2,1,26016.26016
2 BHK Flat,,Apartment,New Property,Mumbai,Amboli,"Amboli, Mumbai",15500000,850,495,Sq-ft,2,3,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,3300,Monthly,2,1,18235.29412
4 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",77500000,2650,1918,Sq-ft,4,43,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,,Monthly,2,1,29245.28302
2 BHK Flat,Bindra Apartments,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15500000,1150,,,2,1,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,0,Bindra Group,3500,Monthly,0,0,13478.26087
1 BHK Flat,Chamunda Heritage,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,450,450,Sq-ft,2,1,Freehold,Ready to Move,Furnished,0,0,0,1,0,Chamunda Developers,2450,Monthly,0,0,44444.44444
1 BHK Flat,Joy Callista,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17000000,800,613,Sq-ft,1,6,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,Joy and Sayla Realtors,5000,Monthly,1,1,21250
3 BHK Flat,Joy Valencia,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,1475,885,Sq-ft,3,8,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,Joy Builders and Developers,,,0,0,20338.98305
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,875,670,Sq-ft,2,7,Freehold,Ready to Move,Furnished,0,0,0,1,0,,8000,Quarterly,0,0,22857.14286
3 BHK Flat,Raj Paradise,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",23500000,850,850,Sq-ft,4,8,Co-operative Society,Ready to Move,Semi-Furnished,0,0,1,1,0,Raj Group,,,1,0,27647.05882
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,625,425,Sq-ft,2,3,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,6000,Monthly,0,0,19200
2 BHK Flat,Orbit Residency Park,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",25200000,1098,792,Sq-ft,2,2,,Under Construction,Unfurnished,0,1,1,1,1,Orbit Corporation Ltd.,,,1,1,22950.81967
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",22200000,850,700,Sq-ft,2,1,Freehold,Ready to Move,Furnished,0,1,1,1,1,,3500,Monthly,1,0,26117.64706
3 BHK Flat,Poonam Darshan,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",28500000,1200,1050,Sq-ft,3,1,Co-operative Society,Ready to Move,Furnished,0,1,0,1,1,Poonam Group,5500,Monthly,1,0,23750
2 BHK Flat,Dsk Madhuban,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17500000,1203,793,Sq-ft,2,1,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,D.S. Kulkarni & Associates,5500,Monthly,0,0,14546.96592
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",25000000,850,700,Sq-ft,3,2,,Ready to Move,Semi-Furnished,1,0,0,1,0,,3500,Monthly,0,0,29411.76471
,,Villa,Resale,Mumbai,Andheri East,,35000000,2600,1660,Sq-ft,2,,Freehold,Ready to Move,Furnished,1,0,0,1,0,,2000,Monthly,1,1,13461.53846
1 BHK Flat,Marvel Twin Tower,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,720,600,Sq-ft,2,7,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,Marvel Realtors,,,1,0,18750
,,Residential House,Resale,Mumbai,Sher E Punjab Society,,18000000,1600,600,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,,2500,Monthly,1,0,11250
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16500000,1022,683,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,,0,Monthly,1,1,16144.81409
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",32500000,1440,905,Sq-ft,3,4,Freehold,Ready to Move,Furnished,1,1,1,1,1,,0,Monthly,1,1,22569.44444
2 BHK Flat,,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",18000000,650,470,Sq-ft,2,6,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,,2500,Monthly,1,1,27692.30769
,Hubtown Sunmist,Residential House,New Property,Mumbai,Vijay Nagar,,120000000,3350,2600,Sq-ft,4,3,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Hubtown Ltd.,27000,Monthly,3,1,35820.89552
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",38000000,1377,987,Sq-ft,2,9,,Ready to Move,Semi-Furnished,1,1,1,1,1,,13000,Monthly,2,1,27596.22367
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,736,575,Sq-ft,2,7,,Ready to Move,Furnished,0,0,0,1,0,,2000,Monthly,1,0,27173.91304
,,Villa,Resale,Mumbai,Sher E Punjab Society,,95000000,7000,5000,Sq-ft,5,,Co-operative Society,Ready to Move,Furnished,0,0,0,1,0,,,,0,0,13571.42857
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,992,670,Sq-ft,2,5,,Ready to Move,Semi-Furnished,0,1,1,1,1,,10000,Monthly,1,1,21169.35484
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15500000,734,572,Sq-ft,1,2,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,3000,Monthly,1,0,21117.16621
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9500000,485,,,1,3,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,1800,Monthly,0,0,19587.62887
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",31000000,1200,927,Sq-ft,3,5,Freehold,Ready to Move,Furnished,0,1,1,1,1,,11000,Monthly,2,1,25833.33333
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",27000000,1117,,,2,2,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,0,Hillsboro Realty,,,1,0,24171.88899
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",45000000,1260,950,Sq-ft,2,1,,Ready to Move,Furnished,0,0,0,1,0,,1000,Monthly,1,1,35714.28571
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16000000,905,,,2,3,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,3500,Monthly,1,0,17679.55801
1 BHK Flat,,Builder Floor Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11000000,500,350,Sq-ft,2,,,Ready to Move,Unfurnished,0,0,0,1,0,,2500,Monthly,1,0,22000
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15000000,585,490,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,0,,2613,Monthly,1,0,25641.02564
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",10000000,819,,,2,3,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,12210.01221
3 BHK Flat,,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",40000000,1300,1050,Sq-ft,3,4,,Ready to Move,Semi-Furnished,0,1,0,1,0,,6000,Monthly,1,1,30769.23077
4 BHK Flat,Rock View Apartment,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",100000000,2500,2000,Sq-ft,4,6,Freehold,Ready to Move,Furnished,0,1,1,1,1,Rocky Group,12500,Monthly,2,0,40000
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17000000,830,638,Sq-ft,2,4,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,5800,Monthly,0,0,20481.92771
1 BHK Flat,takshila society,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",14500000,610,572,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,0,0,0,1,0,,6700,Quarterly,0,0,23770.4918
,,Villa,Resale,Mumbai,Amboli,,44000000,1600,1500,Sq-ft,3,,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,0,Monthly,0,0,27500
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,1000,710,Sq-ft,2,2,,Ready to Move,Furnished,1,0,0,1,0,,1500,Monthly,1,0,20000
,,Residential House,Resale,Mumbai,Andheri East,,40000000,1728,1380,Sq-ft,2,1,Co-operative Society,Ready to Move,Furnished,1,0,0,0,0,,5000,Monthly,1,1,23148.14815
2 BHK Flat,,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",20500000,1030,740,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,10000,Monthly,1,1,19902.91262
2 BHK Flat,Chamunda Heritage,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",23000000,875,675,Sq-ft,2,5,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,Chamunda Developers,2703,Monthly,1,0,26285.71429
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20500000,1065,900,Sq-ft,3,7,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,4900,Monthly,1,0,19248.82629
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",24000000,800,675,Sq-ft,2,6,,Ready to Move,Furnished,1,1,1,1,1,,4600,Monthly,1,1,30000
1 BHK Flat,Sher e Punjab Society,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,540,490,Sq-ft,2,2,Freehold,Ready to Move,Semi-Furnished,1,0,0,0,0,,1000,Monthly,0,0,25000
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,1350,1070,Sq-ft,3,5,,Ready to Move,Semi-Furnished,1,0,0,1,0,,6300,Monthly,1,0,22222.22222
2 BHK Flat,Romell Orbis,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",14535000,750,615,Sq-ft,2,17,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Romell Group,10,Per sq. Unit Monthly,1,1,19380
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17500000,950,601,Sq-ft,2,2,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,18421.05263
2 BHK Flat,,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",14000000,840,600,Sq-ft,2,7,Leasehold,Ready to Move,Unfurnished,1,1,1,1,1,,3000,Monthly,0,0,16666.66667
1 BHK Flat,Kalpataru Vivant,Apartment,New Property,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",12700000,610,439,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kalpataru Ltd.,5000,Monthly,1,1,20819.67213
2 BHK Flat,,Apartment,New Property,Mumbai,Kanti Nagar,"Kanti Nagar, Mumbai",27000000,751,751,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,10000,Monthly,1,1,35952.06391
1 BHK Flat,Kalpataru Vivant,Apartment,New Property,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",13500000,424,,,1,,,Under Construction,Unfurnished,1,1,1,1,1,Kalpataru Ltd.,,Monthly,1,0,31839.62264
1 BHK Flat,Kalpataru Vivant,Apartment,New Property,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",13000000,750,439,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kalpataru Ltd.,,Monthly,1,1,17333.33333
2 BHK Flat,Kanakia Rainforest,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",21000000,1007,625,Sq-ft,2,5,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,Monthly,1,1,20854.02185
1 BHK Flat,Enso Sanza,Apartment,New Property,Mumbai,Hanuman Nagar,"Hanuman Nagar, Mumbai",6900000,380,380,Sq-ft,2,10,Freehold,Under Construction,Furnished,1,1,1,1,1,Enso Group,2000,Monthly,1,1,18157.89474
2 BHK Flat,Kalpataru Vivant,Apartment,New Property,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",19200000,988,618,Sq-ft,2,6,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kalpataru Ltd.,10000,Monthly,1,1,19433.19838
1 BHK Flat,,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",8500000,425,325,Sq-ft,1,1,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,1500,Monthly,1,0,20000
1 BHK Flat,,Apartment,New Property,Mumbai,Bamandaya Pada,"Bamandaya Pada, Mumbai",9000000,475,382,Sq-ft,2,9,Freehold,Under Construction,Furnished,1,1,1,1,1,,3500,Monthly,0,0,18947.36842
2 BHK Flat,Crescent Grande,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",28000000,700,700,Sq-ft,2,6,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,Crescent Group,,,0,0,40000
2 BHK Flat,Vasant Oasis Phase II,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",24800000,1050,850,Sq-ft,2,8,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,Monthly,1,0,23619.04762
3 BHK Flat,Gurnani Palms,Apartment,New Property,Mumbai,Amboli,"Amboli, Mumbai",36000000,1600,1060,Sq-ft,3,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Interintel Constructions,9000,Monthly,2,1,22500
3 BHK Flat,Oberoi Splendor Grande,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",56500000,1820,1325,Sq-ft,3,7,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Oberoi Realty Ltd.,20000,Monthly,2,1,31043.95604
1 BHK Flat,Samarth Enclave,Apartment,New Property,Mumbai,Sher E Punjab Society,"Sher E Punjab Society, Mumbai",7457000,550,373,Sq-ft,2,,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Samarth Erectors,7,Per sq. Unit Monthly,0,0,13558.18182
3 BHK Flat,Oberoi Splendor,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",33800000,1377,890,Sq-ft,2,14,Co-operative Society,Ready to Move,Semi-Furnished,1,1,1,1,1,Oberoi Realty Ltd.,12500,Monthly,1,1,24546.11474
3 BHK Flat,,Apartment,New Property,Mumbai,JB Nagar,"JB Nagar, Mumbai",26500000,1180,788,Sq-ft,3,7,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,22457.62712
2 BHK Flat,Vasant Blossom,Apartment,New Property,Mumbai,Marol,"Marol, Mumbai",19200000,694,694,Sq-ft,2,14,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Sheth Creators Pvt. Ltd.,12,Per sq. Unit Monthly,1,1,27665.70605
2 BHK Flat,Akruti Orchid Park,Apartment,Resale,Mumbai,Sakinaka Junction,"Sakinaka Junction, Mumbai",15500000,1050,650,Sq-ft,2,1,Freehold,Ready to Move,Furnished,1,1,1,1,1,Hubtown Ltd.,5000,Monthly,1,0,14761.90476
3 BHK Flat,,Apartment,Resale,Mumbai,Hanuman Nagar,"Hanuman Nagar, Mumbai",36000000,1560,1262,Sq-ft,3,9,Co-operative Society,Ready to Move,Semi-Furnished,1,1,1,1,1,,8000,Monthly,1,1,23076.92308
1 BHK Flat,Dheeraj Darshan,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11500000,600,450,Sq-ft,2,3,Co-operative Society,Ready to Move,Furnished,1,0,0,1,0,HCBS Developer,,Monthly,1,0,19166.66667
1 BHK Flat,Sardar Inspire Residency,Apartment,New Property,Mumbai,Sher E Punjab Society,"Sher E Punjab Society, Mumbai",9800000,470,428,Sq-ft,2,5,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Sardar Realty,2000,Monthly,1,1,20851.06383
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,450,,,1,2,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,30000
3 BHK Flat,Oberoi Splendor Grande,Apartment,Resale,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",56500000,1820,1320,Sq-ft,3,,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Oberoi Realty Ltd.,7500,Monthly,2,1,31043.95604
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,900,750,Sq-ft,2,10,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,7000,Monthly,1,1,33333.33333
3 BHK Flat,The Gateway,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",36000000,1500,1120,Sq-ft,3,11,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Ozone Group,12000,Monthly,2,1,24000
2 BHK Flat,Kalpataru Vivant,Apartment,New Property,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",19900000,900,618,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Kalpataru Ltd.,4000,Monthly,1,1,22111.11111
