Property,Project Name,Type of Property,Transaction Type,City,Area Name,Location,Price,Covered Area,Carpet Area,Carpet Area Unit,Bathroom,Floor No,Ownership Type,Possession Status,furnished Type,isPrimeLocationProperty,Gymnasium,Swimming Pool,Security,Club House,Developer,Maintenance Charges,Maintenance Type,Parking Lot Count,Has Covered Parking,Price per sqm
2 BHK Flat,,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",14000000,900,700,Sq-ft,2,6,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,15555.55556
2 BHK Flat,,Apartment,Resale,Mumbai,Kajuwadi,"Kajuwadi, Mumbai",12000000,900,,,1,12,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,13333.33333
1 BHK Flat,Atul Blue Fortuna,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",14000000,660,,,2,10,,Ready to Move,Unfurnished,0,0,0,0,0,Atul Projects,,,0,0,21212.12121
2 BHK Flat,,Builder Floor Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",19000000,925,,,2,2,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,20540.54054
1 BHK Flat,Neel Sarovar,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11000000,600,,,2,,,Ready to Move,Unfurnished,0,0,0,0,0,Gosalia builders,,,0,0,18333.33333
1 BHK Flat,,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",9000000,400,305,Sq-ft,1,,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,1,0,22500
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,700,,,2,2,,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,18571.42857
1 BHK Flat,S A Sneh Kutir,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9000000,375,335,Sq-ft,2,,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,24000
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,650,,,2,1,,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,20769.23077
,,Residential House,Resale,Mumbai,Jogeshwari Vikhroli Link Road,,3500000,300,280,Sq-ft,1,,,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,11666.66667
2 BHK Flat,Akruti Orchid Park,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16500000,1050,700,Sq-ft,2,4,,Ready to Move,Furnished,1,0,0,0,0,Hubtown Ltd.,,,1,1,15714.28571
2 BHK Flat,,Builder Floor Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",25000000,1000,,,2,3,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,0,0,25000
4 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",35000000,1800,,,4,4,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,2,1,19444.44444
4 BHK Flat,Oberoi Prisma,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",70000000,1718,,,5,27,,Ready to Move,Semi-Furnished,1,0,0,0,0,Oberoi Realty Ltd.,,,0,0,40745.05239
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,632,,,2,1,,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,21360.75949
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,600,470,Sq-ft,1,5,,Ready to Move,Semi-Furnished,1,0,0,0,0,,,,1,0,20000
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",14500000,715,,,2,1,,Ready to Move,Furnished,1,0,0,0,0,,,,0,0,20279.72028
3 BHK Flat,Vasant Blossom,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",23000000,1200,900,Sq-ft,3,8,Co-operative Society,Under Construction,Semi-Furnished,1,1,1,1,1,Sheth Creators Pvt. Ltd.,,,0,0,19166.66667
3 BHK Flat,Oberoi Splendor,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",37000000,1377,980,Sq-ft,2,,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Oberoi Realty Ltd.,15000,Monthly,1,1,26870.00726
2 BHK Flat,Deepak Daffodils,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",15000000,950,710,Sq-ft,2,9,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Deepak Developers,3000,Monthly,1,1,15789.47368
3 BHK Flat,Mahindra Vivante,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",38900000,1750,1233,Sq-ft,3,5,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Mahindra Lifespace Developers Ltd.,10,Monthly,2,1,22228.57143
3 BHK Flat,Blue Meadows,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",23000000,1315,950,Sq-ft,3,3,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Atul Projects,9000,Monthly,2,1,17490.4943
3 BHK Flat,,Apartment,Resale,Mumbai,Marol Maroshi Road,"Marol Maroshi Road, Mumbai",32500000,1550,1150,Sq-ft,3,7,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,10000,Monthly,3,0,20967.74194
2 BHK Flat,Jyoti Ascent,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",14500000,652,,,2,2,,Ready to Move,Unfurnished,1,0,0,0,0,DB Developers,,,0,0,22239.2638
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",6000000,350,275,Sq-ft,1,3,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,17142.85714
1 BHK Flat,,Apartment,Resale,Mumbai,PMGP Colony,"PMGP Colony, Mumbai",4500000,250,228,Sq-ft,1,4,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,,600,Monthly,0,0,18000
,,Residential House,Resale,Mumbai,Andheri East,,32500000,1385,,,2,,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,,,2,1,23465.70397
,,Residential House,Resale,Mumbai,Customs Colony,,35000000,1380,,,3,1,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,25362.31884
1 BHK Flat,Akruti Orchid Park,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,650,550,Sq-ft,2,5,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,Hubtown Ltd.,,,0,0,18461.53846
2 BHK Flat,Hari Dham CHS,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17000000,907,,,2,1,,Ready to Move,Furnished,0,0,0,0,0,Hari Builders,,,0,0,18743.10915
2 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",22000000,1350,,,2,15,,Ready to Move,Unfurnished,0,0,0,0,0,Kanakia Spaces Realty Pvt. Ltd.,,,0,0,16296.2963
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",22900000,1100,,,2,8,,Ready to Move,Furnished,0,0,0,0,0,Hillsboro Realty,,,0,0,20818.18182
1 BHK Flat,takshila society,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,550,400,Sq-ft,1,,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,,3000,Monthly,1,0,23636.36364
3 BHK Flat,Shree Vastu Enclave,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",29000000,1250,1100,Sq-ft,3,3,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Vaastu group,4500,Monthly,0,0,23200
3 BHK Flat,VKG Krishna Residences,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,1100,1100,Sq-ft,3,7,Co-operative Society,Ready to Move,Semi-Furnished,0,0,0,0,0,VKG,,,0,0,27272.72727
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,872,,,2,3,,Ready to Move,Semi-Furnished,0,0,0,0,0,,,,0,0,24082.56881
2 BHK Flat,Campaz Landmark,Apartment,New Property,Mumbai,Amboli,"Amboli, Mumbai",18500000,1000,,,2,4,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,,,,0,0,18500
2 BHK Flat,The Baya Goldspot,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16000000,900,600,Sq-ft,2,6,,Ready to Move,Furnished,0,0,0,0,0,The Baya Company,,,0,0,17777.77778
2 BHK Flat,Sidhant Complex,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",22500000,735,,,2,6,Freehold,Ready to Move,Semi-Furnished,0,1,1,1,1,,,,1,0,30612.2449
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",26100000,1250,,Sq-ft,3,3,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,,,0,0,20880
2 BHK Flat,Blue Meadows,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,1050,,,2,6,Co-operative Society,Ready to Move,Furnished,1,0,0,0,0,Atul Projects,,,0,0,19047.61905
2 BHK Flat,Romell Orbis,Apartment,New Property,Mumbai,Mogra Village Road,"Mogra Village Road, Mumbai",15400000,750,620,Sq-ft,2,,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Romell Group,4500,Monthly,1,1,20533.33333
1 BHK Flat,Romell Orbis,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",10900000,650,425,Sq-ft,2,10,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Romell Group,6000,Monthly,1,1,16769.23077
2 BHK Flat,Gundecha Montego,Apartment,Resale,Mumbai,Sakinaka Junction,"Sakinaka Junction, Mumbai",17500000,958,,,2,11,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,The Gundecha Group,,,1,1,18267.22338
3 BHK Flat,The Kollage,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",55100000,1320,1320,Sq-ft,3,5,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Zire Rushi Construction,,,0,0,41742.42424
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",4500000,250,250,Sq-ft,1,5,Co-operative Society,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,18000
1 BHK Flat,Veda,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15000000,600,454,Sq-ft,1,9,Freehold,Ready to Move,Furnished,1,1,1,1,0,Sangam Lifespaces Ltd.,,,0,0,25000
3 BHK Flat,Vasant Oasis,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",40000000,1170,,,3,22,Freehold,Ready to Move,Furnished,1,1,1,1,1,Sheth Creators,,,2,1,34188.03419
2 BHK Flat,,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",18000000,850,650,Sq-ft,1,2,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,,,,0,0,21176.47059
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",29000000,1077,850,Sq-ft,2,6,Co-operative Society,Ready to Move,Semi-Furnished,1,1,0,1,1,Hillsboro Realty,,,1,1,26926.6481
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",6900000,360,355,Sq-ft,1,2,Freehold,Under Construction,Unfurnished,1,1,0,1,0,,,,0,0,19166.66667
2 BHK Flat,Lodha Eternis,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,769,,,2,7,,Ready to Move,Semi-Furnished,0,1,1,1,1,Lodha,,,0,0,27308.19246
1 BHK Flat,Om Sai Ganga CHS,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",7000000,335,269,Sq-ft,1,1,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,Om Sai Group,1000,Monthly,0,0,20895.52239
3 BHK Flat,,Apartment,Resale,Mumbai,Saki Vihar Road,"Saki Vihar Road, Mumbai",21500000,1400,1300,Sq-ft,4,6,Freehold,Ready to Move,Furnished,0,1,1,1,1,,,,0,0,15357.14286
1 BHK Flat,Bindra Complex    ,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",8500000,310,310,Sq-ft,2,10,Co-operative Society,Ready to Move,Semi-Furnished,0,1,0,1,0,,,,0,0,27419.35484
3 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",35000000,1800,,,3,3,,Ready to Move,Semi-Furnished,0,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,,1,0,19444.44444
2 BHK Flat,DSK Madhukosh,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15500000,1020,,,2,2,,Ready to Move,Semi-Furnished,0,1,1,1,1,D.S. Kulkarni & Associates,,,0,0,15196.07843
1 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15000000,750,508,Sq-ft,2,18,,Ready to Move,Furnished,1,0,0,0,0,Kanakia Spaces Realty Pvt. Ltd.,,,0,0,20000
2 BHK Flat,Dheeraj Darshan,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16000000,820,,,2,6,Co-operative Society,Ready to Move,Unfurnished,0,0,0,1,0,HCBS Developer,2460,Monthly,0,0,19512.19512
2 BHK Flat,DSK Madhukosh,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",15000000,1100,,,2,1,,Under Construction,Unfurnished,0,1,1,1,1,D.S. Kulkarni & Associates,,,1,1,13636.36364
1 BHK Flat,Project Sakinaka,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11000000,570,,,2,5,Co-operative Society,Ready to Move,Furnished,0,1,1,1,1,The Gundecha Group,,Monthly,0,0,19298.24561
2 BHK Flat,DSK Madhukosh,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",15000000,1061,,,2,1,,Ready to Move,Unfurnished,1,1,0,1,0,D.S. Kulkarni & Associates,,,1,1,14137.60603
4 BHK Flat,K Raheja Vistas,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",50000000,1580,1518,Sq-ft,3,4,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,K Raheja Corp,,,0,0,31645.56962
2 BHK Flat,Acme Boulevard,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,1150,,,2,5,,Under Construction,Unfurnished,1,1,1,1,1,ACME GROUP INDIA,,Monthly,1,1,18260.86957
1 BHK Flat,Bhagya Apartment,Apartment,Resale,Mumbai,Amboli,"Amboli, Mumbai",13000000,385,,,1,4,,Ready to Move,Furnished,1,0,0,0,0,Bhagya Developer,,,0,0,33766.23377
1 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,750,,,2,13,,Ready to Move,Unfurnished,1,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,,0,0,16000
2 BHK Flat,Aakruti Atria,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,1100,,,2,10,Co-operative Society,Ready to Move,Furnished,1,1,0,1,1,,,,1,1,27272.72727
3 BHK Flat,Shree Vastu Enclave,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",26400000,1250,,,3,3,,Ready to Move,Furnished,1,1,1,1,1,Vaastu group,,,1,1,21120
1 BHK Flat,Dheeraj Darshan,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11000000,600,490,Sq-ft,2,8,Freehold,Ready to Move,Semi-Furnished,1,0,0,1,0,HCBS Developer,,,0,0,18333.33333
2 BHK Flat,Atul Trans Apartment,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13800000,830,,,2,,Co-operative Society,Ready to Move,Unfurnished,1,0,0,1,0,Atul Projects,1800,Monthly,0,0,16626.50602
3 BHK Flat,Lodha Supremus,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",65000000,2000,1640,Sq-ft,3,15,Freehold,Under Construction,Unfurnished,1,1,1,1,1,Lodha,,,0,0,32500
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21800000,1454,1038,Sq-ft,3,13,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,6500,Monthly,1,1,14993.12242
2 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Marol Maroshi Road,"Marol Maroshi Road, Mumbai",18400000,1350,840,Sq-ft,2,5,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,6500,Monthly,1,1,13629.62963
2 BHK Flat,Vasant Blossom,Apartment,New Property,Mumbai,Marol,"Marol, Mumbai",18500000,1050,685,Sq-ft,2,12,Co-operative Society,Under Construction,Unfurnished,1,1,1,1,1,Sheth Creators Pvt. Ltd.,7000,Monthly,1,1,17619.04762
6 BHK Flat,Vasant Oasis,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",97500000,3000,2400,Sq-ft,6,20,Power Of Attorney,Ready to Move,Furnished,1,1,1,1,1,Sheth Creators,,,0,0,32500
1 BHK Flat,,Apartment,New Property,Mumbai,Kanti Nagar,"Kanti Nagar, Mumbai",12300000,710,444,Sq-ft,2,6,Freehold,Under Construction,Unfurnished,1,1,1,1,1,,9,Per sq. Unit Monthly,1,1,17323.94366
2 BHK Flat,Kanakia Sevens,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",18000000,1040,702,Sq-ft,2,10,Freehold,Under Construction,Semi-Furnished,1,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,3000,Monthly,1,1,17307.69231
3 BHK Flat,Hillcrest,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",22500000,1704,1065,Sq-ft,3,11,Leasehold,Ready to Move,Unfurnished,1,1,1,1,1,Atul Projects,7500,Monthly,1,1,13204.22535
2 BHK Flat,,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",13500000,866,525,Sq-ft,2,10,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,,6000,Monthly,1,1,15588.91455
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,1125,750,Sq-ft,2,10,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,6750,Monthly,1,1,26666.66667
1 BHK Flat,,Apartment,Resale,Mumbai,Kajuwadi,"Kajuwadi, Mumbai",6500000,390,312,Sq-ft,1,6,Freehold,Ready to Move,Furnished,0,1,1,1,1,,,,0,0,16666.66667
3 BHK Flat,Akruti Aneri,Apartment,Resale,Mumbai,Marol,"Marol, Mumbai",16900000,1024,,,3,5,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,Hubtown Ltd.,5025,Monthly,1,0,16503.90625
2 BHK Flat,Hubtown Palmrose,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",9700000,523,319,Sq-ft,2,3,Freehold,Ready to Move,Unfurnished,0,1,0,1,0,Hubtown Ltd.,,,0,0,18546.84512
2 BHK Flat,Nilgiri C Wing CHS,Apartment,Resale,Mumbai,Bamandaya Pada,"Bamandaya Pada, Mumbai",13900000,747,650,Sq-ft,2,2,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,Shah Developers,2500,Monthly,0,0,18607.76439
1 BHK Flat,shiv krupa,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",4000000,270,,,1,4,Freehold,Ready to Move,Unfurnished,0,0,0,0,0,Shiv Developers,,,0,0,14814.81481
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16500000,1050,840,Sq-ft,2,6,,Ready to Move,Unfurnished,0,0,0,1,0,,,,1,1,15714.28571
2 BHK Flat,K Raheja Vihar,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",20500000,940,700,Sq-ft,2,5,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,K Raheja Corp,,,0,0,21808.51064
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",30000000,850,,,2,4,Freehold,Ready to Move,Unfurnished,0,0,1,1,1,,,,0,0,35294.11765
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,537,448,Sq-ft,2,2,Freehold,Ready to Move,Unfurnished,0,1,0,1,0,,0,,1,0,24208.56611
1 BHK Flat,,Apartment,Resale,Mumbai,Sher E Punjab Society,"Sher E Punjab Society, Mumbai",9500000,540,400,Sq-ft,1,5,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,,2500,Monthly,0,0,17592.59259
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",7300000,400,355,Sq-ft,1,6,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,,Monthly,1,0,18250
2 BHK Flat,Lodha Eternis,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",27000000,870,950,Sq-ft,2,7,Freehold,Ready to Move,Unfurnished,0,1,1,1,1,Lodha,,,0,0,31034.48276
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",5100000,350,290,Sq-ft,1,7,Co-operative Society,Ready to Move,Unfurnished,0,0,0,0,0,,,,0,0,14571.42857
1 BHK Flat,Ascent Residency,Apartment,Resale,Mumbai,Poonam Nagar,"Poonam Nagar, Mumbai",11000000,617,,,2,3,Freehold,Ready to Move,Unfurnished,0,0,0,1,0,ACME GROUP INDIA,,Monthly,0,0,17828.20097
1 BHK Flat,,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",4500000,303,225,Sq-ft,1,6,Co-operative Society,Ready to Move,Unfurnished,1,0,0,0,0,,,,0,0,14851.48515
2 BHK Flat,Green Woods Chkala,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",24500000,1122,760,Sq-ft,2,6,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,Hillsboro Realty,,,1,1,21836.00713
2 BHK Flat,,Apartment,New Property,Mumbai,Marol Maroshi Road,"Marol Maroshi Road, Mumbai",12800000,1063,660,Sq-ft,2,2,Freehold,Ready to Move,Unfurnished,1,1,1,1,1,,4001,Monthly,0,0,12041.39229
1 BHK Flat,,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",14500000,395,395,Sq-ft,1,3,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,,,Monthly,1,1,36708.86076
2 BHK Flat,Bajaj Emerald,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",25000000,1190,776,Sq-ft,3,4,Co-operative Society,Ready to Move,Unfurnished,1,1,0,1,1,Bajaj International Realty Pvt. Ltd.,,,0,0,21008.40336
1 BHK Flat,,Apartment,Resale,Mumbai,Kadam Wadi Marol,"Kadam Wadi Marol, Mumbai",12500000,650,450,Sq-ft,1,3,Co-operative Society,Ready to Move,Furnished,1,1,1,1,1,,,,2,0,19230.76923
2 BHK Flat,VKG Krishna Residences,Apartment,Resale,Mumbai,Chakala,"Chakala, Mumbai",27500000,1015,818,Sq-ft,2,6,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,VKG,8000,Monthly,1,1,27093.59606
1 BHK Flat,Bima Nagar CHS Ltd,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",16800000,550,510,Sq-ft,2,3,Freehold,Ready to Move,Semi-Furnished,1,1,1,1,1,Cooperative Group Housing Society,,,0,0,30545.45455
1 BHK Flat,Atul Trans Apartment,Apartment,Resale,Mumbai,Seepz Area,"Seepz Area, Mumbai",14500000,650,,,1,4,Freehold,Ready to Move,Furnished,1,0,0,1,0,Atul Projects,,Monthly,0,0,22307.69231
1 BHK Flat,Project Sakinaka,Apartment,Resale,Mumbai,Sakinaka Junction,"Sakinaka Junction, Mumbai",10000000,550,,,1,3,Co-operative Society,Ready to Move,Semi-Furnished,1,0,0,1,0,The Gundecha Group,,,2,0,18181.81818
3 BHK Flat,Vastu Labh,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",22000000,1245,,,3,4,Co-operative Society,Ready to Move,Unfurnished,1,1,1,1,1,Sagar Group,5700,Monthly,0,0,17670.68273
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20000000,500,450,Sq-ft,1,4,Freehold,Ready to Move,Furnished,1,1,1,1,1,,,,0,0,40000
3 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",23500000,1200,850,Sq-ft,3,6,Freehold,Ready to Move,Unfurnished,1,0,0,1,0,,3350,Monthly,0,0,19583.33333
1 BHK Flat,Avant Heritage,Apartment,Resale,Mumbai,Jogeshwari Vikhroli Link Road,"Jogeshwari Vikhroli Link Road, Mumbai",15000000,396,,,2,15,Freehold,Ready to Move,Furnished,1,1,1,1,1,Avant Group,,Monthly,1,1,37878.78788
1 BHK Flat,Crescent Exotica,Apartment,New Property,Mumbai,Andheri East,"Andheri East, Mumbai",12500000,607,570,Sq-ft,2,3,Co-operative Society,Ready to Move,Unfurnished,0,0,0,0,0,Crescent Group,,,0,0,20593.08072
1 BHK Flat,Shirin Apartment,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",10000000,390,300,Sq-ft,1,6,,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,25641.02564
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",10000000,500,360,Sq-ft,1,1,,Ready to Move,Unfurnished,0,0,0,1,0,,,,0,0,20000
1 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",13000000,700,475,Sq-ft,2,3,Co-operative Society,Ready to Move,Semi-Furnished,0,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,Monthly,0,0,18571.42857
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11500000,610,,,1,1,,Ready to Move,Semi-Furnished,0,0,0,1,0,,,,0,0,18852.45902
2 BHK Flat,Kanakia Sevens,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",20500000,1263,850,Sq-ft,2,16,Co-operative Society,Ready to Move,Unfurnished,0,1,1,1,1,Kanakia Spaces Realty Pvt. Ltd.,,,1,1,16231.19557
2 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",17000000,700,,,2,4,Co-operative Society,Ready to Move,Furnished,0,0,0,0,0,,,Monthly,1,0,24285.71429
2 BHK Flat,Green Fields,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",21000000,905,682,Sq-ft,2,4,Co-operative Society,Ready to Move,Furnished,0,0,0,1,0,RNA NG Builders,,,0,0,23204.41989
1 BHK Flat,Lok Darshan,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",11500000,540,450,Sq-ft,2,7,Freehold,Ready to Move,Semi-Furnished,0,0,0,1,1,Lok Housing Group,,Monthly,1,0,21296.2963
1 BHK Flat,,Apartment,Resale,Mumbai,Andheri East,"Andheri East, Mumbai",12000000,595,450,Sq-ft,1,4,Freehold,Ready to Move,Furnished,1,0,0,0,0,,,Monthly,1,0,20168.06723
2 BHK Flat,,Apartment,Resale,Mumbai,JB Nagar,"JB Nagar, Mumbai",11000000,600,545,Sq-ft,1,3,Leasehold,Ready to Move,Furnished,0,0,0,0,0,,,,0,0,18333.33333
